Book,Line,Text
1,51,"νῆσος δενδρήεσσα, θεὰ δ’ἐν δώματα ναίει,"
1,52,"Ἄτλαντος θυγάτηρ ὀλοόφρονος, ὅς τε θαλάσσης"
1,53,"πάσης βένθεα οἶδεν, ἔχει δέ τε κίονας αὐτὸς"
1,54,"μακράς, αἳ γαῖάν τε καὶ οὐρανὸν ἀμφὶς ἔχουσιν."
1,55,"τοῦ θυγάτηρ δύστηνον ὀδυρόμενον κατερύκει,"
1,56,αἰεὶ δὲ μαλακοῖσι καὶ αἱμυλίοισι λόγοισιν
1,57,"θέλγει, ὅπως Ἰθάκης ἐπιλήσεται· αὐτὰρ Ὀδυσσεύς,"
1,58,ἱέμενος καὶ καπνὸν ἀποθρᾐσκοντα νοῆσαι
1,59,"ἧς γαίης, θανέειν ἱμείρεται. οὐδέ νυ σοί περ"
1,60,"ἐντρέπεται φίλον ἦτορ, Ὀλύμπιε. οὔ νύ τ’Ὀδυσσεὺς"
1,61,Ἀργείων παρὰ νηυσὶ χαρίζετο ἱερὰ ῥέζων
1,62,"Τροίῃ ἐν εὐρείῃ; τί νύ οἱ τόσον ὠδύσαο, Ζεῦ;"
1,63,τὴν δ’ἀπαμειβόμενος προσέφη νεφεληγερέτα Ζεύς·
1,64,"τέκνον ἐμόν, ποῖόν σε ἔπος φύγεν ἕρκος ὀδόντων."
1,65,"πῶς ἂν ἔπειτ’ Ὀδυσῆος ἐγὼ θείοιο λαθοίμην,"
1,66,"ὃς περὶ μὲν νόον ἐστὶ βροτῶν, περὶ δ’ἱρὰ θεοῖσιν"
1,67,"ἀθανάτοισιν ἔδωκε, τοὶ οὐρανὸν εὐρὺν ἔχουσιν;"
1,68,ἀλλὰ Ποσειδάων γαιήοχος ἀσκελὲς αἰεὶ
1,69,"Κύκλωπος κεχόλωται, ὃν ὀφθαλμοῦ ἀλάωσεν,"
1,70,"ἀντίθεον Πολύφημον, ὅου κράτος ἐστὶ μέγιστον"
1,71,"πᾶσιν Κυκλώπεσσι· Θόωσα δέ μιν τέκε νύμφη,"
1,72,"Φόρκυνος θυγάτηρ ἁλὸς ἀτρυγέτοιο μέδοντος,"
1,73,ἐν σπέσσι γλαφυροῖσι Ποσειδάωνι μιγεῖσα.
1,74,ἐκ τοῦ δὴ Ὀδυσῆα Ποσειδάων ἐνοσίχθων
1,75,"οὔ τι κατακτείνει, πλάζει δ’ἀπὸ πατρίδος αἴης."
1,76,"ἀλλ’ ἄγεθ’, ἡμεῖς οἵδε περιφραζώμεθα πάντες"
1,77,"νόστον, ὅπως ἔλθῃσι· Ποσειδάων δὲ μεθήσει"
1,78,ὃν χόλον· οὐ μὲν γὰρ τι δυνήσεται ἀντία πάντων
1,79,ἀθανάτων ἀέκητι θεῶν ἐριδαινέμεν οἶος.
1,80,"τὸν δ’ἠμείβετ’ ἔπειτα θεά, γλαυκῶπις Ἀθήνη·"
1,81,"ὦ πάτερ ἡμέτερε Κρονίδη, ὕπατε κρειόντων,"
1,82,"εἰ μὲν δὴ νῦν τοῦτο φίλον μακάρεσσι θεοῖσιν,"
1,83,"νοστῆσαι Ὀδυσῆα πολύφρονα ὅνδε δόμονδε,"
1,84,Ἑρμείαν μὲν ἔπειτα διάκτορον ἀργεϊφόντην
1,85,"νῆσον ἐς Ὠγυγίην ὀτρύνομεν, ὄφρα τάχιστα"
1,86,"νύμφῃ ἐυπλοκάμῳ εἴπῃ νημερτέα βουλήν,"
1,87,"νόστον Ὀδυσσῆος ταλασίφρονος, ὥς κε νέηται·"
1,88,"αὐτὰρ ἐγὼν Ἰθάκηνδ’ ἐσελεύσομαι, ὄφρα οἱ υἱὸν"
1,89,"μᾶλλον ἐποτρύνω καί οἱ μένος ἐν φρεσὶ θείω,"
1,90,εἰς ἀγορὴν καλέσαντα κάρη κομόωντας Ἀχαιοὺς
1,91,"πᾶσι μνηστήρεσσιν ἀπειπέμεν, οἵ τέ οἱ αἰεὶ"
1,92,μῆλ’ ἁδινὰ σφάζουσι καὶ εἰλίποδας ἕλικας βοῦς.
1,93,πέμψω δ’ἐς Σπάρτην τε καὶ ἐς Πύλον ἠμαθόεντα
1,94,"νόστον πευσόμενον πατρὸς φίλου, ἤν που ἀκούσῃ,"
1,95,ἠδ’ ἵνα μιν κλέος ἐσθλὸν ἐν ἀνθρώποισιν ἔχῃσιν.
1,96,"ὣς εἰποῦσ’ ὑπὸ ποσσὶν ἐδήσατο καλὰ πέδιλα,"
1,97,"ἀμβρόσια χρύσεια, τά μιν φέρον ἠμὲν ἐφ’ ὑγρὴν"
1,98,ἠδ’ ἐπ’ ἀπείρονα γαῖαν ἅμα πνοιῇς ἀνέμοιο·
1,99,"εἵλετο δ’ἄλκιμον ἔγχος, ἀκαχμένον ὀξέι χαλκῷ,"
1,100,"βριθὺ μέγα στιβαρόν, τῷ δάμνησι στίχας ἀνδρῶν"
1,101,"ἡρώων, τοῖσίν τε κοτέσσεται ὀβριμοπάτρη."
1,102,"βῆ δὲ κατ’ Οὐλύμποιο καρήνων ἀίξασα,"
1,103,"στῆ δ’Ἰθάκης ἐνὶ δήμῳ ἐπὶ προθύροις Ὀδυσῆος,"
1,104,"οὐδοῦ ἐπ’ αὐλείου· παλάμῃ δ’ἔχε χάλκεον ἔγχος,"
1,105,"εἰδομένη ξείνῳ, Ταφίων ἡγήτορι Μέντῃ."
1,106,εὗρε δ’ἄρα μνηστῆρας ἀγήνορας. οἱ μὲν ἔπειτα
1,107,πεσσοῖσι προπάροιθε θυράων θυμὸν ἔτερπον
1,108,"ἥμενοι ἐν ῥινοῖσι βοῶν, οὓς ἔκτανον αὐτοί·"
1,109,κήρυκες δ’αὐτοῖσι καὶ ὀτρηροὶ θεράποντες
1,110,"οἱ μὲν οἶνον ἔμισγον ἐνὶ κρητῆρσι καὶ ὕδωρ,"
1,111,οἱ δ’αὖτε σπόγγοισι πολυτρήτοισι τραπέζας
1,112,"νίζον καὶ πρότιθεν, τοὶ δὲ κρέα πολλὰ δατεῦντο."
1,113,"τὴν δὲ πολὺ πρῶτος ἴδε Τηλέμαχος θεοειδής,"
1,114,"ἧστο γὰρ ἐν μνηστῆρσι φίλον τετιημένος ἦτορ,"
1,115,"ὀσσόμενος πατέρ ἐσθλὸν ἐνὶ φρεσίν, εἴ ποθεν ἐλθὼν"
1,116,"μνηστήρων τῶν μὲν σκέδασιν κατὰ δώματα θείη,"
1,117,τιμὴν δ’αὐτὸς ἔχοι καὶ δώμασιν οἷσιν ἀνάσσοι.
1,118,"τὰ φρονέων, μνηστῆρσι μεθήμενος, εἴσιδ’ Ἀθήνην."
1,119,"βῆ δ’ἰθὺς προθύροιο, νεμεσσήθη δ’ἐνὶ θυμῷ"
1,120,ξεῖνον δηθὰ θύρῃσιν ἐφεστάμεν· ἐγγύθι δὲ στὰς
1,121,"χεῖρ’ ἕλε δεξιτερὴν καὶ ἐδέξατο χάλκεον ἔγχος,"
1,122,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα·
1,123,"χαῖρε, ξεῖνε, παρ’ ἄμμι φιλήσεαι· αὐτὰρ ἔπειτα"
1,124,δείπνου πασσάμενος μυθήσεαι ὅττεό σε χρή.
1,125,"ὣς εἰπὼν ἡγεῖθ’, ἡ δ’ἕσπετο Παλλὰς Ἀθήνη."
1,126,"οἱ δ’ὅτε δή ῥ’ἔντοσθεν ἔσαν δόμου ὑψηλοῖο,"
1,127,ἔγχος μέν ῥ’ἔστησε φέρων πρὸς κίονα μακρὴν
1,128,"δουροδόκης ἔντοσθεν ἐυξόου, ἔνθα περ ἄλλα"
1,129,"ἔγχε’ Ὀδυσσῆος ταλασίφρονος ἵστατο πολλά,"
1,130,"αὐτὴν δ’ἐς θρόνον εἷσεν ἄγων, ὑπὸ λῖτα πετάσσας,"
1,131,καλὸν δαιδάλεον· ὑπὸ δὲ θρῆνυς ποσὶν ἦεν.
1,132,"πὰρ δ’αὐτὸς κλισμὸν θέτο ποικίλον, ἔκτοθεν ἄλλων"
1,133,"μνηστήρων, μὴ ξεῖνος ἀνιηθεὶς ὀρυμαγδῷ"
1,134,"δείπνῳ ἁδήσειεν, ὑπερφιάλοισι μετελθών,"
1,135,ἠδ’ ἵνα μιν περὶ πατρὸς ἀποιχομένοιο ἔροιτο.
1,136,χέρνιβα δ’ἀμφίπολος προχόῳ ἐπέχευε φέρουσα
1,137,"καλῇ χρυσείῃ, ὑπὲρ ἀργυρέοιο λέβητος,"
1,138,νίψασθαι· παρὰ δὲ ξεστὴν ἐτάνυσσε τράπεζαν.
1,139,"σῖτον δ’αἰδοίη ταμίη παρέθηκε φέρουσα,"
1,140,"εἴδατα πόλλ’ ἐπιθεῖσα, χαριζομένη παρεόντων·"
1,141,δαιτρὸς δὲ κρειῶν πίνακας παρέθηκεν ἀείρας
1,142,"παντοίων, παρὰ δέ σφι τίθει χρύσεια κύπελλα·"
1,143,κῆρυξ δ’αὐτοῖσιν θάμ’ ἐπᾐχετο οἰνοχοεύων.
1,144,ἐς δ’ἦλθον μνηστῆρες ἀγήνορες. οἱ μὲν ἔπειτα
1,145,"ἑξείης ἕζοντο κατὰ κλισμούς τε θρόνους τε,"
1,146,"τοῖσι δὲ κήρυκες μὲν ὕδωρ ἐπὶ χεῖρας ἔχευαν,"
1,147,"σῖτον δὲ δμῳαὶ παρενήνεον ἐν κανέοισιν,"
1,148,κοῦροι δὲ κρητῆρας ἐπεστέψαντο ποτοῖο.
1,149,οἱ δ’ἐπ’ ὀνείαθ’ ἑτοῖμα προκείμενα χεῖρας ἴαλλον.
1,150,αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο
1,151,"μνηστῆρες, τοῖσιν μὲν ἐνὶ φρεσὶν ἄλλα μεμήλει,"
1,152,μολπή τ’ὀρχηστύς τε· τὰ γὰρ τ’ἀναθήματα δαιτός·
1,153,κῆρυξ δ’ἐν χερσὶν κίθαριν περικαλλέα θῆκεν
1,154,"Φημίῳ, ὅς ῥ’ἤειδε παρὰ μνηστῆρσιν ἀνάγκῃ."
1,155,ἦ τοι ὁ φορμίζων ἀνεβάλλετο καλὸν ἀείδειν.
1,156,"αὐτὰρ Τηλέμαχος προσέφη γλαυκῶπιν Ἀθήνην,"
1,157,"ἄγχι σχὼν κεφαλήν, ἵνα μὴ πευθοίαθ’ οἱ ἄλλοι·"
1,158,"ξεῖνε φίλ’, ἦ καὶ μοι νεμεσήσεαι ὅττι κεν εἴπω;"
1,159,"τούτοισιν μὲν ταῦτα μέλει, κίθαρις καὶ ἀοιδή,"
1,160,"ῥεῖ’, ἐπεὶ ἀλλότριον βίοτον νήποινον ἔδουσιν,"
1,161,"ἀνέρος, οὗ δή που λεύκ’ ὀστέα πύθεται ὄμβρῳ"
1,162,"κείμεν’ ἐπ’ ἠπείρου, ἢ εἰν ἁλὶ κῦμα κυλίνδει."
1,163,"εἰ κεῖνόν γ’Ἰθάκηνδε ἰδοίατο νοστήσαντα,"
1,164,πάντες κ’ἀρησαίατ’ ἐλαφρότεροι πόδας εἶναι
1,165,ἢ ἀφνειότεροι χρυσοῖό τε ἐσθῆτός τε.
1,166,"νῦν δ’ὁ μὲν ὣς ἀπόλωλε κακὸν μόρον, οὐδέ τις ἡμῖν"
1,167,"θαλπωρή, εἴ πέρ τις ἐπιχθονίων ἀνθρώπων"
1,168,φῇσιν ἐλεύσεσθαι· τοῦ δ’ὤλετο νόστιμον ἦμαρ.
1,169,ἀλλ’ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον·
1,170,τίς πόθεν εἰς ἀνδρῶν; πόθι τοι πόλις ἠδὲ τοκῆες;
1,171,ὁπποίης τ’ἐπὶ νηὸς ἀφίκεο· πῶς δέ σε ναῦται
1,172,ἤγαγον εἰς Ἰθάκην; τίνες ἔμμεναι εὐχετόωντο;
1,173,οὐ μὲν γὰρ τί σε πεζὸν ὀίομαι ἐνθάδ’ ἱκέσθαι.
1,174,"καί μοι τοῦτ’ ἀγόρευσον ἐτήτυμον, ὄφρ’ ἐὺ εἰδῶ,"
1,175,ἠὲ νέον μεθέπεις ἦ καὶ πατρώιός ἐσσι
1,176,"ξεῖνος, ἐπεὶ πολλοὶ ἴσαν ἀνέρες ἡμέτερον δῶ"
1,177,"ἄλλοι, ἐπεὶ καὶ κεῖνος ἐπίστροφος ἦν ἀνθρώπων."
1,178,"τὸν δ’αὖτε προσέειπε θεά, γλαυκῶπις Ἀθήνη·"
1,179,τοιγὰρ ἐγώ τοι ταῦτα μάλ’ ἀτρεκέως ἀγορεύσω.
1,180,Μέντης Ἀγχιάλοιο δαΐφρονος εὔχομαι εἶναι
1,181,"υἱός, ἀτὰρ Ταφίοισι φιληρέτμοισιν ἀνάσσω."
1,182,νῦν δ’ὧδε ξὺν νηὶ κατήλυθον ἠδ’ ἑτάροισιν
1,183,"πλέων ἐπὶ οἴνοπα πόντον ἐπ’ ἀλλοθρόους ἀνθρώπους,"
1,184,"ἐς Τεμέσην μετὰ χαλκόν, ἄγω δ’αἴθωνα σίδηρον."
1,185,"νηῦς δέ μοι ἥδ’ ἕστηκεν ἐπ’ ἀγροῦ νόσφι πόληος,"
1,186,ἐν λιμένι ’Ρείθρῳ ὑπὸ Νηίῳ ὑλήεντι.
1,187,ξεῖνοι δ’ἀλλήλων πατρώιοι εὐχόμεθ’ εἶναι
1,188,"ἐξ ἀρχῆς, εἴ πέρ τε γέροντ’ εἴρηαι ἐπελθὼν"
1,189,"Λαέρτην ἥρωα, τὸν οὐκέτι φασὶ πόλινδε"
1,190,"ἔρχεσθ’, ἀλλ’ ἀπάνευθεν ἐπ’ ἀγροῦ πήματα πάσχειν"
1,191,"γρηὶ σὺν ἀμφιπόλῳ, ἥ οἱ βρῶσίν τε πόσιν τε"
1,192,"παρτιθεῖ, εὖτ’ ἄν μιν κάματος κατὰ γυῖα λάβῃσιν"
1,193,ἑρπύζοντ’ ἀνὰ γουνὸν ἀλωῆς οἰνοπέδοιο.
1,194,"νῦν δ’ἦλθον· δὴ γάρ μιν ἔφαντ’ ἐπιδήμιον εἶναι,"
1,195,σὸν πατέρ’· ἀλλά νυ τόν γε θεοὶ βλάπτουσι κελεύθου.
1,196,"οὐ γάρ πω τέθνηκεν ἐπὶ χθονὶ δῖος Ὀδυσσεύς,"
1,197,ἀλλ’ ἔτι που ζωὸς κατερύκεται εὐρέι πόντῳ
1,198,"νήσῳ ἐν ἀμφιρύτῃ, χαλεποὶ δέ μιν ἄνδρες ἔχουσιν"
1,199,"ἄγριοι, οἵ που κεῖνον ἐρυκανόωσ’ ἀέκοντα."
1,200,"αὐτὰρ νῦν τοι ἐγὼ μαντεύσομαι, ὡς ἐνὶ θυμῷ"
1,201,"ἀθάνατοι βάλλουσι καὶ ὡς τελέεσθαι ὀίω,"
1,202,οὔτε τι μάντις ἐὼν οὔτ’ οἰωνῶν σάφα εἰδώς.
1,203,οὔ τοι ἔτι δηρόν γε φίλης ἀπὸ πατρίδος αἴης
1,204,"ἔσσεται, οὐδ’ εἴ πέρ τε σιδήρεα δέσματ’ ἔχῃσιν·"
1,205,"φράσσεται ὥς κε νέηται, ἐπεὶ πολυμήχανός ἐστιν."
1,206,"ἀλλ’ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον,"
1,207,εἰ δὴ ἐξ αὐτοῖο τόσος πάϊς εἰς Ὀδυσῆος.
1,208,αἰνῶς μὲν κεφαλήν τε καὶ ὄμματα καλὰ ἔοικας
1,209,"κείνῳ, ἐπεὶ θαμὰ τοῖον ἐμισγόμεθ’ ἀλλήλοισιν,"
1,210,"πρίν γε τὸν ἐς Τροίην ἀναβήμεναι, ἔνθα περ ἄλλοι"
1,211,Ἀργείων οἱ ἄριστοι ἔβαν κοίλῃς ἐνὶ νηυσίν·
1,212,ἐκ τοῦ δ’οὔτ’ Ὀδυσῆα ἐγὼν ἴδον οὔτ’ ἔμ’ ἐκεῖνος.
1,213,τὴν δ’αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα·
1,214,"τοιγὰρ ἐγώ τοι, ξεῖνε, μάλ’ ἀτρεκέως ἀγορεύσω."
1,215,"μήτηρ μέν τέ μέ φησι τοῦ ἔμμεναι, αὐτὰρ ἐγώ γε"
1,216,οὐκ οἶδ’· οὐ γάρ πώ τις ἑὸν γόνον αὐτὸς ἀνέγνω.
1,217,ὡς δὴ ἐγώ γ’ὄφελον μάκαρός νύ τευ ἔμμεναι υἱὸς
1,218,"ἀνέρος, ὃν κτεάτεσσιν ἑοῖς ἔπι γῆρας ἔτετμε."
1,219,"νῦν δ’ὃς ἀποτμότατος γένετο θνητῶν ἀνθρώπων,"
1,220,"τοῦ μ’ἔκ φασι γενέσθαι, ἐπεὶ σύ με τοῦτ’ ἐρεείνεις."
1,221,"τὸν δ’αὖτε προσέειπε θεά, γλαυκῶπις Ἀθήνη·"
1,222,οὐ μέν τοι γενεήν γε θεοὶ νώνυμνον ὀπίσσω
1,223,"θῆκαν, ἐπεὶ σέ γε τοῖον ἐγείνατο Πηνελόπεια."
1,224,ἀλλ’ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον·
1,225,"τίς δαίς, τίς δὲ ὅμιλος ὅδ’ ἔπλετο; τίπτε δέ σε χρεώ;"
1,226,εἰλαπίνη ἠὲ γάμος; ἐπεὶ οὐκ ἔρανος τάδε γ’ἐστίν· ἠὲ γάμος; ἐπεὶ οὐκ ἔρανος τάδε γ’ἐστίν·
1,227,ὥς τέ μοι ὑβρίζοντες ὑπερφιάλως δοκέουσι
1,228,δαίνυσθαι κατὰ δῶμα. νεμεσσήσαιτό κεν ἀνὴρ
1,229,"αἴσχεα πόλλ’ ὁρόων, ὅς τις πινυτός γε μετέλθοι."
1,230,τὴν δ’αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα·
1,231,"ξεῖν’, ἐπεὶ ἂρ δὴ ταῦτά μ’ ἀνείρεαι ἠδὲ μεταλλᾷς,"
1,232,μέλλεν μέν ποτε οἶκος ὅδ’ ἀφνειὸς καὶ ἀμύμων
1,233,"ἔμμεναι, ὄφρ’ ἔτι κεῖνος ἀνὴρ ἐπιδήμιος ἦεν·"
1,234,"νῦν δ’ἑτέρως ἐβόλοντο θεοὶ κακὰ μητιόωντες,"
1,235,οἳ κεῖνον μὲν ἄιστον ἐποίησαν περὶ πάντων
1,236,"ἀνθρώπων, ἐπεὶ οὔ κε θανόντι περ ὧδ’ ἀκαχοίμην,"
1,237,"εἰ μετὰ οἷς ἑτάροισι δάμη Τρώων ἐνὶ δήμῳ,"
1,238,"ἠὲ φίλων ἐν χερσίν, ἐπεὶ πόλεμον τολύπευσεν."
1,239,"τῷ κέν οἱ τύμβον μὲν ἐποίησαν Παναχαιοί,"
1,240,ἠδέ κε καὶ ᾧ παιδὶ μέγα κλέος ἤρατ’ ὀπίσσω.
1,241,νῦν δέ μιν ἀκλειῶς ἅρπυιαι ἀνηρείψαντο·
1,242,"οἴχετ’ ἄιστος ἄπυστος, ἐμοὶ δ’ὀδύνας τε γόους τε"
1,243,κάλλιπεν. οὐδέ τι κεῖνον ὀδυρόμενος στεναχίζω
1,244,"οἶον, ἐπεί νύ μοι ἄλλα θεοὶ κακὰ κήδε’ ἔτευξαν."
1,245,"ὅσσοι γὰρ νήσοισιν ἐπικρατέουσιν ἄριστοι,"
1,246,"Δουλιχίῳ τε Σάμῃ τε καὶ ὑλήεντι Ζακύνθῳ,"
1,247,"ἠδ’ ὅσσοι κραναὴν Ἰθάκην κάτα κοιρανέουσιν,"
1,248,"τόσσοι μητέρ’ ἐμὴν μνῶνται, τρύχουσι δὲ οἶκον."
1,249,ἡ δ’οὔτ’ ἀρνεῖται στυγερὸν γάμον οὔτε τελευτὴν
1,250,ποιῆσαι δύναται· τοὶ δὲ φθινύθουσιν ἔδοντες
1,251,οἶκον ἐμόν· τάχα δή με διαρραίσουσι καὶ αὐτόν.
1,252,τὸν δ’ἐπαλαστήσασα προσηύδα Παλλὰς Ἀθήνη·
1,253,"ὢ πόποι, ἦ δὴ πολλὸν ἀποιχομένου Ὀδυσῆος"
1,254,"δεύῃ, ὅ κε μνηστῆρσιν ἀναιδέσι χεῖρας ἐφείη."
1,255,εἰ γὰρ νῦν ἐλθὼν δόμου ἐν πρώτῃσι θύρῃσι
1,256,"σταίη, ἔχων πήληκα καὶ ἀσπίδα καὶ δύο δοῦρε,"
1,257,τοῖος ἐὼν οἷόν μιν ἐγὼ τὰ πρῶτ’ ἐνόησα
1,258,"οἴκῳ ἐν ἡμετέρῳ πίνοντά τε τερπόμενόν τε,"
1,259,ἐξ Ἐφύρης ἀνιόντα παρ’ Ἴλου Μερμερίδαο--
1,260,ᾤχετο γὰρ καὶ κεῖσε θοῆς ἐπὶ νηὸς Ὀδυσσεὺς
1,261,"φάρμακον ἀνδροφόνον διζήμενος, ὄφρα οἱ εἴη"
1,262,ἰοὺς χρίεσθαι χαλκήρεας· ἀλλ’ ὁ μὲν οὔ οἱ
1,263,"δῶκεν, ἐπεί ῥα θεοὺς νεμεσίζετο αἰὲν ἐόντας,"
1,264,ἀλλὰ πατήρ οἱ δῶκεν ἐμός· φιλέεσκε γὰρ αἰνῶς--
1,265,τοῖος ἐὼν μνηστῆρσιν ὁμιλήσειεν Ὀδυσσεύς·
1,266,πάντες κ’ὠκύμοροί τε γενοίατο πικρόγαμοί τε.
1,267,"ἀλλ’ ἦ τοι μὲν ταῦτα θεῶν ἐν γούνασι κεῖται,"
1,268,"ἤ κεν νοστήσας ἀποτίσεται, ἦε καὶ οὐκί,"
1,269,"οἷσιν ἐνὶ μεγάροισι· σὲ δὲ φράζεσθαι ἄνωγα,"
1,270,ὅππως κε μνηστῆρας ἀπώσεαι ἐκ μεγάροιο.
1,271,εἰ δ’ἄγε νῦν ξυνίει καὶ ἐμῶν ἐμπάζεο μύθων·
1,272,αὔριον εἰς ἀγορὴν καλέσας ἥρωας Ἀχαιοὺς
1,273,"μῦθον πέφραδε πᾶσι, θεοὶ δ’ἐπὶ μάρτυροι ἔστων."
1,274,"μνηστῆρας μὲν ἐπὶ σφέτερα σκίδνασθαι ἄνωχθι,"
1,275,"μητέρα δ’,εἴ οἱ θυμὸς ἐφορμᾶται γαμέεσθαι,"
1,276,ἂψ ἴτω ἐς μέγαρον πατρὸς μέγα δυναμένοιο·
1,277,οἱ δὲ γάμον τεύξουσι καὶ ἀρτυνέουσιν ἔεδνα
1,278,"πολλὰ μάλ’, ὅσσα ἔοικε φίλης ἐπὶ παιδὸς ἕπεσθαι."
1,279,"σοὶ δ’αὐτῷ πυκινῶς ὑποθήσομαι, αἴ κε πίθηαι·"
