Title,Book,Line,Text
Od,1,79,ἀθανάτων ἀέκητι θεῶν ἐριδαινέμεν οἶος
Od,1,80,τὸν δ’ἠμείβετ’ ἔπειτα θεά γλαυκῶπις Ἀθήνη
Od,1,81,ὦ πάτερ ἡμέτερε Κρονίδη ὕπατε κρειόντων
Od,1,82,εἰ μὲν δὴ νῦν τοῦτο φίλον μακάρεσσι θεοῖσιν
Od,1,83,νοστῆσαι Ὀδυσῆα πολύφρονα ὅνδε δόμονδε
Od,1,84,Ἑρμείαν μὲν ἔπειτα διάκτορον ἀργεϊφόντην
Od,1,85,νῆσον ἐς Ὠγυγίην ὀτρύνομεν ὄφρα τάχιστα
Od,1,86,νύμφῃ ἐυπλοκάμῳ εἴπῃ νημερτέα βουλήν
Od,1,87,νόστον Ὀδυσσῆος ταλασίφρονος ὥς κε νέηται
Od,1,88,αὐτὰρ ἐγὼν Ἰθάκηνδ’ ἐσελεύσομαι ὄφρα οἱ υἱὸν
Od,1,89,μᾶλλον ἐποτρύνω καί οἱ μένος ἐν φρεσὶ θείω
Od,1,90,εἰς ἀγορὴν καλέσαντα κάρη κομόωντας Ἀχαιοὺς
Od,1,91,πᾶσι μνηστήρεσσιν ἀπειπέμεν οἵ τέ οἱ αἰεὶ
Od,1,92,μῆλ’ ἁδινὰ σφάζουσι καὶ εἰλίποδας ἕλικας βοῦς
Od,1,93,πέμψω δ’ἐς Σπάρτην τε καὶ ἐς Πύλον ἠμαθόεντα
Od,1,94,νόστον πευσόμενον πατρὸς φίλου ἤν που ἀκούσῃ
Od,1,95,ἠδ’ ἵνα μιν κλέος ἐσθλὸν ἐν ἀνθρώποισιν ἔχῃσιν
Od,1,96,ὣς εἰποῦσ’ ὑπὸ ποσσὶν ἐδήσατο καλὰ πέδιλα
Od,1,97,ἀμβρόσια χρύσεια τά μιν φέρον ἠμὲν ἐφ’ ὑγρὴν
Od,1,98,ἠδ’ ἐπ’ ἀπείρονα γαῖαν ἅμα πνοιῇς ἀνέμοιο
Od,1,99,εἵλετο δ’ἄλκιμον ἔγχος ἀκαχμένον ὀξέι χαλκῷ
Od,1,100,βριθὺ μέγα στιβαρόν τῷ δάμνησι στίχας ἀνδρῶν
Od,1,101,ἡρώων τοῖσίν τε κοτέσσεται ὀβριμοπάτρη
Od,1,102,βῆ δὲ κατ’ Οὐλύμποιο καρήνων ἀίξασα
Od,1,103,στῆ δ’Ἰθάκης ἐνὶ δήμῳ ἐπὶ προθύροις Ὀδυσῆος
Od,1,104,οὐδοῦ ἐπ’ αὐλείου παλάμῃ δ’ἔχε χάλκεον ἔγχος
Od,1,105,εἰδομένη ξείνῳ Ταφίων ἡγήτορι Μέντῃ
Od,1,106,εὗρε δ’ἄρα μνηστῆρας ἀγήνορας οἱ μὲν ἔπειτα
Od,1,107,πεσσοῖσι προπάροιθε θυράων θυμὸν ἔτερπον
Od,1,108,ἥμενοι ἐν ῥινοῖσι βοῶν οὓς ἔκτανον αὐτοί
Od,1,109,κήρυκες δ’αὐτοῖσι καὶ ὀτρηροὶ θεράποντες
Od,1,110,οἱ μὲν οἶνον ἔμισγον ἐνὶ κρητῆρσι καὶ ὕδωρ
Od,1,111,οἱ δ’αὖτε σπόγγοισι πολυτρήτοισι τραπέζας
Od,1,112,νίζον καὶ πρότιθεν τοὶ δὲ κρέα πολλὰ δατεῦντο
Od,1,113,τὴν δὲ πολὺ πρῶτος ἴδε Τηλέμαχος θεοειδής
Od,1,114,ἧστο γὰρ ἐν μνηστῆρσι φίλον τετιημένος ἦτορ
Od,1,115,ὀσσόμενος πατέρ ἐσθλὸν ἐνὶ φρεσίν εἴ ποθεν ἐλθὼν
Od,1,116,μνηστήρων τῶν μὲν σκέδασιν κατὰ δώματα θείη
Od,1,117,τιμὴν δ’αὐτὸς ἔχοι καὶ δώμασιν οἷσιν ἀνάσσοι
Od,1,118,τὰ φρονέων μνηστῆρσι μεθήμενος εἴσιδ’ Ἀθήνην
Od,1,119,βῆ δ’ἰθὺς προθύροιο νεμεσσήθη δ’ἐνὶ θυμῷ
Od,1,120,ξεῖνον δηθὰ θύρῃσιν ἐφεστάμεν ἐγγύθι δὲ στὰς
Od,1,121,χεῖρ’ ἕλε δεξιτερὴν καὶ ἐδέξατο χάλκεον ἔγχος
Od,1,122,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα
Od,1,123,χαῖρε ξεῖνε παρ’ ἄμμι φιλήσεαι αὐτὰρ ἔπειτα
Od,1,124,δείπνου πασσάμενος μυθήσεαι ὅττεό σε χρή
Od,1,125,ὣς εἰπὼν ἡγεῖθ’ ἡ δ’ἕσπετο Παλλὰς Ἀθήνη
Od,1,126,οἱ δ’ὅτε δή ῥ’ἔντοσθεν ἔσαν δόμου ὑψηλοῖο
Od,1,127,ἔγχος μέν ῥ’ἔστησε φέρων πρὸς κίονα μακρὴν
Od,1,128,δουροδόκης ἔντοσθεν ἐυξόου ἔνθα περ ἄλλα
Od,1,129,ἔγχε’ Ὀδυσσῆος ταλασίφρονος ἵστατο πολλά
Od,1,130,αὐτὴν δ’ἐς θρόνον εἷσεν ἄγων ὑπὸ λῖτα πετάσσας
Od,1,131,καλὸν δαιδάλεον ὑπὸ δὲ θρῆνυς ποσὶν ἦεν
Od,1,132,πὰρ δ’αὐτὸς κλισμὸν θέτο ποικίλον ἔκτοθεν ἄλλων
Od,1,133,μνηστήρων μὴ ξεῖνος ἀνιηθεὶς ὀρυμαγδῷ
Od,1,134,δείπνῳ ἁδήσειεν ὑπερφιάλοισι μετελθών
Od,1,135,ἠδ’ ἵνα μιν περὶ πατρὸς ἀποιχομένοιο ἔροιτο
Od,1,136,χέρνιβα δ’ἀμφίπολος προχόῳ ἐπέχευε φέρουσα
Od,1,137,καλῇ χρυσείῃ ὑπὲρ ἀργυρέοιο λέβητος
Od,1,138,νίψασθαι παρὰ δὲ ξεστὴν ἐτάνυσσε τράπεζαν
Od,1,139,σῖτον δ’αἰδοίη ταμίη παρέθηκε φέρουσα
Od,1,140,εἴδατα πόλλ’ ἐπιθεῖσα χαριζομένη παρεόντων
Od,1,141,δαιτρὸς δὲ κρειῶν πίνακας παρέθηκεν ἀείρας
Od,1,142,παντοίων παρὰ δέ σφι τίθει χρύσεια κύπελλα
Od,1,143,κῆρυξ δ’αὐτοῖσιν θάμ’ ἐπᾐχετο οἰνοχοεύων
Od,1,144,ἐς δ’ἦλθον μνηστῆρες ἀγήνορες οἱ μὲν ἔπειτα
Od,1,145,ἑξείης ἕζοντο κατὰ κλισμούς τε θρόνους τε
Od,1,146,τοῖσι δὲ κήρυκες μὲν ὕδωρ ἐπὶ χεῖρας ἔχευαν
Od,1,147,σῖτον δὲ δμῳαὶ παρενήνεον ἐν κανέοισιν
Od,1,148,κοῦροι δὲ κρητῆρας ἐπεστέψαντο ποτοῖο
Od,1,149,οἱ δ’ἐπ’ ὀνείαθ’ ἑτοῖμα προκείμενα χεῖρας ἴαλλον
Od,1,150,αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο
Od,1,151,μνηστῆρες τοῖσιν μὲν ἐνὶ φρεσὶν ἄλλα μεμήλει
Od,1,152,μολπή τ’ὀρχηστύς τε τὰ γὰρ τ’ἀναθήματα δαιτός
Od,1,153,κῆρυξ δ’ἐν χερσὶν κίθαριν περικαλλέα θῆκεν
Od,1,154,Φημίῳ ὅς ῥ’ἤειδε παρὰ μνηστῆρσιν ἀνάγκῃ
Od,1,155,ἦ τοι ὁ φορμίζων ἀνεβάλλετο καλὸν ἀείδειν
Od,1,156,αὐτὰρ Τηλέμαχος προσέφη γλαυκῶπιν Ἀθήνην
Od,1,157,ἄγχι σχὼν κεφαλήν ἵνα μὴ πευθοίαθ’ οἱ ἄλλοι
Od,1,158,ξεῖνε φίλ’ ἦ καὶ μοι νεμεσήσεαι ὅττι κεν εἴπω;
Od,1,159,τούτοισιν μὲν ταῦτα μέλει κίθαρις καὶ ἀοιδή
Od,1,160,ῥεῖ’ ἐπεὶ ἀλλότριον βίοτον νήποινον ἔδουσιν
Od,1,161,ἀνέρος οὗ δή που λεύκ’ ὀστέα πύθεται ὄμβρῳ
Od,1,162,κείμεν’ ἐπ’ ἠπείρου ἢ εἰν ἁλὶ κῦμα κυλίνδει
Od,1,163,εἰ κεῖνόν γ’Ἰθάκηνδε ἰδοίατο νοστήσαντα
Od,1,164,πάντες κ’ἀρησαίατ’ ἐλαφρότεροι πόδας εἶναι
Od,1,165,ἢ ἀφνειότεροι χρυσοῖό τε ἐσθῆτός τε
Od,1,166,νῦν δ’ὁ μὲν ὣς ἀπόλωλε κακὸν μόρον οὐδέ τις ἡμῖν
Od,1,167,θαλπωρή εἴ πέρ τις ἐπιχθονίων ἀνθρώπων
Od,1,168,φῇσιν ἐλεύσεσθαι τοῦ δ’ὤλετο νόστιμον ἦμαρ
Od,1,169,ἀλλ’ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον
Od,1,170,τίς πόθεν εἰς ἀνδρῶν; πόθι τοι πόλις ἠδὲ τοκῆες;
Od,1,171,ὁπποίης τ’ἐπὶ νηὸς ἀφίκεο πῶς δέ σε ναῦται
Od,1,172,ἤγαγον εἰς Ἰθάκην; τίνες ἔμμεναι εὐχετόωντο;
Od,1,173,οὐ μὲν γὰρ τί σε πεζὸν ὀίομαι ἐνθάδ’ ἱκέσθαι
Od,1,174,καί μοι τοῦτ’ ἀγόρευσον ἐτήτυμον ὄφρ’ ἐὺ εἰδῶ
Od,1,175,ἠὲ νέον μεθέπεις ἦ καὶ πατρώιός ἐσσι
Od,1,176,ξεῖνος ἐπεὶ πολλοὶ ἴσαν ἀνέρες ἡμέτερον δῶ
Od,1,177,ἄλλοι ἐπεὶ καὶ κεῖνος ἐπίστροφος ἦν ἀνθρώπων
Od,1,178,τὸν δ’αὖτε προσέειπε θεά γλαυκῶπις Ἀθήνη
Od,1,179,τοιγὰρ ἐγώ τοι ταῦτα μάλ’ ἀτρεκέως ἀγορεύσω
Od,1,180,Μέντης Ἀγχιάλοιο δαΐφρονος εὔχομαι εἶναι
Od,1,181,υἱός ἀτὰρ Ταφίοισι φιληρέτμοισιν ἀνάσσω
Od,1,182,νῦν δ’ὧδε ξὺν νηὶ κατήλυθον ἠδ’ ἑτάροισιν
Od,1,183,πλέων ἐπὶ οἴνοπα πόντον ἐπ’ ἀλλοθρόους ἀνθρώπους
Od,1,184,ἐς Τεμέσην μετὰ χαλκόν ἄγω δ’αἴθωνα σίδηρον
Od,1,185,νηῦς δέ μοι ἥδ’ ἕστηκεν ἐπ’ ἀγροῦ νόσφι πόληος
Od,1,186,ἐν λιμένι ’Ρείθρῳ ὑπὸ Νηίῳ ὑλήεντι
Od,1,187,ξεῖνοι δ’ἀλλήλων πατρώιοι εὐχόμεθ’ εἶναι
Od,1,188,ἐξ ἀρχῆς εἴ πέρ τε γέροντ’ εἴρηαι ἐπελθὼν
Od,1,189,Λαέρτην ἥρωα τὸν οὐκέτι φασὶ πόλινδε
Od,1,190,ἔρχεσθ’ ἀλλ’ ἀπάνευθεν ἐπ’ ἀγροῦ πήματα πάσχειν
Od,1,191,γρηὶ σὺν ἀμφιπόλῳ ἥ οἱ βρῶσίν τε πόσιν τε
Od,1,192,παρτιθεῖ εὖτ’ ἄν μιν κάματος κατὰ γυῖα λάβῃσιν
Od,1,193,ἑρπύζοντ’ ἀνὰ γουνὸν ἀλωῆς οἰνοπέδοιο
Od,1,194,νῦν δ’ἦλθον δὴ γάρ μιν ἔφαντ’ ἐπιδήμιον εἶναι
Od,1,195,σὸν πατέρ’ ἀλλά νυ τόν γε θεοὶ βλάπτουσι κελεύθου
Od,1,196,οὐ γάρ πω τέθνηκεν ἐπὶ χθονὶ δῖος Ὀδυσσεύς
Od,1,197,ἀλλ’ ἔτι που ζωὸς κατερύκεται εὐρέι πόντῳ
Od,1,198,νήσῳ ἐν ἀμφιρύτῃ χαλεποὶ δέ μιν ἄνδρες ἔχουσιν
Od,1,199,ἄγριοι οἵ που κεῖνον ἐρυκανόωσ’ ἀέκοντα
Od,1,200,αὐτὰρ νῦν τοι ἐγὼ μαντεύσομαι ὡς ἐνὶ θυμῷ
Od,1,201,ἀθάνατοι βάλλουσι καὶ ὡς τελέεσθαι ὀίω
Od,1,202,οὔτε τι μάντις ἐὼν οὔτ’ οἰωνῶν σάφα εἰδώς
Od,1,203,οὔ τοι ἔτι δηρόν γε φίλης ἀπὸ πατρίδος αἴης
Od,1,204,ἔσσεται οὐδ’ εἴ πέρ τε σιδήρεα δέσματ’ ἔχῃσιν
Od,1,205,φράσσεται ὥς κε νέηται ἐπεὶ πολυμήχανός ἐστιν
Od,1,206,ἀλλ’ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον
Od,1,207,εἰ δὴ ἐξ αὐτοῖο τόσος πάϊς εἰς Ὀδυσῆος
Od,1,208,αἰνῶς μὲν κεφαλήν τε καὶ ὄμματα καλὰ ἔοικας
Od,1,209,κείνῳ ἐπεὶ θαμὰ τοῖον ἐμισγόμεθ’ ἀλλήλοισιν
Od,1,210,πρίν γε τὸν ἐς Τροίην ἀναβήμεναι ἔνθα περ ἄλλοι
Od,1,211,Ἀργείων οἱ ἄριστοι ἔβαν κοίλῃς ἐνὶ νηυσίν
Od,1,212,ἐκ τοῦ δ’οὔτ’ Ὀδυσῆα ἐγὼν ἴδον οὔτ’ ἔμ’ ἐκεῖνος
Od,1,213,τὴν δ’αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα
Od,1,214,τοιγὰρ ἐγώ τοι ξεῖνε μάλ’ ἀτρεκέως ἀγορεύσω
Od,1,215,μήτηρ μέν τέ μέ φησι τοῦ ἔμμεναι αὐτὰρ ἐγώ γε
Od,1,216,οὐκ οἶδ’ οὐ γάρ πώ τις ἑὸν γόνον αὐτὸς ἀνέγνω
Od,1,217,ὡς δὴ ἐγώ γ’ὄφελον μάκαρός νύ τευ ἔμμεναι υἱὸς
Od,1,218,ἀνέρος ὃν κτεάτεσσιν ἑοῖς ἔπι γῆρας ἔτετμε
Od,1,219,νῦν δ’ὃς ἀποτμότατος γένετο θνητῶν ἀνθρώπων
Od,1,220,τοῦ μ’ἔκ φασι γενέσθαι ἐπεὶ σύ με τοῦτ’ ἐρεείνεις
Od,1,221,τὸν δ’αὖτε προσέειπε θεά γλαυκῶπις Ἀθήνη
Od,1,222,οὐ μέν τοι γενεήν γε θεοὶ νώνυμνον ὀπίσσω
Od,1,223,θῆκαν ἐπεὶ σέ γε τοῖον ἐγείνατο Πηνελόπεια
Od,1,224,ἀλλ’ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον
Od,1,225,τίς δαίς τίς δὲ ὅμιλος ὅδ’ ἔπλετο; τίπτε δέ σε χρεώ;
Od,1,226,εἰλαπίνη ἠὲ γάμος; ἐπεὶ οὐκ ἔρανος τάδε γ’ἐστίν ἠὲ γάμος; ἐπεὶ οὐκ ἔρανος τάδε γ’ἐστίν
Od,1,227,ὥς τέ μοι ὑβρίζοντες ὑπερφιάλως δοκέουσι
Od,1,228,δαίνυσθαι κατὰ δῶμα νεμεσσήσαιτό κεν ἀνὴρ
Od,1,229,αἴσχεα πόλλ’ ὁρόων ὅς τις πινυτός γε μετέλθοι
Od,1,230,τὴν δ’αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα
Od,1,231,ξεῖν’ ἐπεὶ ἂρ δὴ ταῦτά μ’ ἀνείρεαι ἠδὲ μεταλλᾷς
Od,1,232,μέλλεν μέν ποτε οἶκος ὅδ’ ἀφνειὸς καὶ ἀμύμων
Od,1,233,ἔμμεναι ὄφρ’ ἔτι κεῖνος ἀνὴρ ἐπιδήμιος ἦεν
Od,1,234,νῦν δ’ἑτέρως ἐβόλοντο θεοὶ κακὰ μητιόωντες
Od,1,235,οἳ κεῖνον μὲν ἄιστον ἐποίησαν περὶ πάντων
Od,1,236,ἀνθρώπων ἐπεὶ οὔ κε θανόντι περ ὧδ’ ἀκαχοίμην
Od,1,237,εἰ μετὰ οἷς ἑτάροισι δάμη Τρώων ἐνὶ δήμῳ
Od,1,238,ἠὲ φίλων ἐν χερσίν ἐπεὶ πόλεμον τολύπευσεν
Od,1,239,τῷ κέν οἱ τύμβον μὲν ἐποίησαν Παναχαιοί
Od,1,240,ἠδέ κε καὶ ᾧ παιδὶ μέγα κλέος ἤρατ’ ὀπίσσω
Od,1,241,νῦν δέ μιν ἀκλειῶς ἅρπυιαι ἀνηρείψαντο
Od,1,242,οἴχετ’ ἄιστος ἄπυστος ἐμοὶ δ’ὀδύνας τε γόους τε
Od,1,243,κάλλιπεν οὐδέ τι κεῖνον ὀδυρόμενος στεναχίζω
Od,1,244,οἶον ἐπεί νύ μοι ἄλλα θεοὶ κακὰ κήδε’ ἔτευξαν
Od,1,245,ὅσσοι γὰρ νήσοισιν ἐπικρατέουσιν ἄριστοι
Od,1,246,Δουλιχίῳ τε Σάμῃ τε καὶ ὑλήεντι Ζακύνθῳ
Od,1,247,ἠδ’ ὅσσοι κραναὴν Ἰθάκην κάτα κοιρανέουσιν
Od,1,248,τόσσοι μητέρ’ ἐμὴν μνῶνται τρύχουσι δὲ οἶκον
Od,1,249,ἡ δ’οὔτ’ ἀρνεῖται στυγερὸν γάμον οὔτε τελευτὴν
Od,1,250,ποιῆσαι δύναται τοὶ δὲ φθινύθουσιν ἔδοντες
Od,1,251,οἶκον ἐμόν τάχα δή με διαρραίσουσι καὶ αὐτόν
Od,1,252,τὸν δ’ἐπαλαστήσασα προσηύδα Παλλὰς Ἀθήνη
Od,1,253,ὢ πόποι ἦ δὴ πολλὸν ἀποιχομένου Ὀδυσῆος
Od,1,254,δεύῃ ὅ κε μνηστῆρσιν ἀναιδέσι χεῖρας ἐφείη
Od,1,255,εἰ γὰρ νῦν ἐλθὼν δόμου ἐν πρώτῃσι θύρῃσι
Od,1,256,σταίη ἔχων πήληκα καὶ ἀσπίδα καὶ δύο δοῦρε
Od,1,257,τοῖος ἐὼν οἷόν μιν ἐγὼ τὰ πρῶτ’ ἐνόησα
Od,1,258,οἴκῳ ἐν ἡμετέρῳ πίνοντά τε τερπόμενόν τε
Od,1,259,ἐξ Ἐφύρης ἀνιόντα παρ’ Ἴλου Μερμερίδαο
Od,1,260,ᾤχετο γὰρ καὶ κεῖσε θοῆς ἐπὶ νηὸς Ὀδυσσεὺς
Od,1,261,φάρμακον ἀνδροφόνον διζήμενος ὄφρα οἱ εἴη
Od,1,262,ἰοὺς χρίεσθαι χαλκήρεας ἀλλ’ ὁ μὲν οὔ οἱ
Od,1,263,δῶκεν ἐπεί ῥα θεοὺς νεμεσίζετο αἰὲν ἐόντας
Od,1,264,ἀλλὰ πατήρ οἱ δῶκεν ἐμός φιλέεσκε γὰρ αἰνῶς
Od,1,265,τοῖος ἐὼν μνηστῆρσιν ὁμιλήσειεν Ὀδυσσεύς
Od,1,266,πάντες κ’ὠκύμοροί τε γενοίατο πικρόγαμοί τε
Od,1,267,ἀλλ’ ἦ τοι μὲν ταῦτα θεῶν ἐν γούνασι κεῖται
Od,1,268,ἤ κεν νοστήσας ἀποτίσεται ἦε καὶ οὐκί
Od,1,269,οἷσιν ἐνὶ μεγάροισι σὲ δὲ φράζεσθαι ἄνωγα
Od,1,270,ὅππως κε μνηστῆρας ἀπώσεαι ἐκ μεγάροιο
Od,1,271,εἰ δ’ἄγε νῦν ξυνίει καὶ ἐμῶν ἐμπάζεο μύθων
Od,1,272,αὔριον εἰς ἀγορὴν καλέσας ἥρωας Ἀχαιοὺς
Od,1,273,μῦθον πέφραδε πᾶσι θεοὶ δ’ἐπὶ μάρτυροι ἔστων
Od,1,274,μνηστῆρας μὲν ἐπὶ σφέτερα σκίδνασθαι ἄνωχθι
Od,1,275,μητέρα δ’εἴ οἱ θυμὸς ἐφορμᾶται γαμέεσθαι
