Title,Book,Line,Text
Il,1,45,τόξ’ ὤμοισιν ἔχων ἀμφηρεφέα τε φαρέτρην
Il,1,46,ἔκλαγξαν δ’ἄρ’ ὀϊστοὶ ἐπ’ ὤμων χωομένοιο
Il,1,47,αὐτοῦ κινηθέντος ὃ δ’ἤϊε νυκτὶ ἐοικώς
Il,1,48,ἕζετ’ ἔπειτ’ ἀπάνευθε νεῶν μετὰ δ’ἰὸν ἕηκε
Il,1,49,δεινὴ δὲ κλαγγὴ γένετ’ ἀργυρέοιο βιοῖο
Il,1,50,οὐρῆας μὲν πρῶτον ἐπῴχετο καὶ κύνας ἀργούς
Il,1,51,αὐτὰρ ἔπειτ’ αὐτοῖσι βέλος ἐχεπευκὲς ἐφιεὶς
Il,1,52,βάλλ’ αἰεὶ δὲ πυραὶ νεκύων καίοντο θαμειαί
Il,1,53,ἐννῆμαρ μὲν ἀνὰ στρατὸν ᾤχετο κῆλα θεοῖο
Il,1,54,τῇ δεκάτῃ δ’ἀγορὴν δὲ καλέσσατο λαὸν Ἀχιλλεύς
Il,1,55,τῷ γὰρ ἐπὶ φρεσὶ θῆκε θεὰ λευκώλενος Ἥρη
Il,1,56,κήδετο γὰρ Δαναῶν ὅτι ῥα θνήσκοντας ὁρᾶτο
Il,1,57,οἳ δ’ἐπεὶ οὖν ἤγερθεν ὁμηγερέες τε γένοντο
Il,1,58,τοῖσι δ’ἀνιστάμενος μετέφη πόδας ὠκὺς Ἀχιλλεύς
Il,1,59,Ἀτρεΐδη νῦν ἄμμε παλιμπλαγχθέντας ὀΐω
Il,1,60,ἂψ ἀπονοστήσειν εἴ κεν θάνατόν γε φύγοιμεν
Il,1,61,εἰ δὴ ὁμοῦ πόλεμός τε δαμᾷ καὶ λοιμὸς Ἀχαιούς
Il,1,62,ἀλλ’ ἄγε δή τινα μάντιν ἐρείομεν ἢ ἱερῆα
Il,1,63,ἢ καὶ ὀνειροπόλον καὶ γάρ τ’ὄναρ ἐκ Διός ἐστιν
Il,1,64,ὅς κ’εἴποι ὅ τι τόσσον ἐχώσατο Φοῖβος Ἀπόλλων
Il,1,65,εἴτ’ ἄρ’ ὅ γ’εὐχωλῆς ἐπιμέμφεται ἠδ’ ἑκατόμβης
Il,1,66,αἴ κέν πως ἀρνῶν κνίσης αἰγῶν τε τελείων
Il,1,67,βούλεται ἀντιάσας ἡμῖν ἀπὸ λοιγὸν ἀμῦναι
Il,1,68,ἤτοι ὅ γ’ὣς εἰπὼν κατ’ ἄρ’ ἕζετο τοῖσι δ’ἀνέστη
Il,1,69,Κάλχας Θεστορίδης οἰωνοπόλων ὄχ’ ἄριστος
Il,1,70,ὃς ᾔδη τά τ’ἐόντα τά τ’ἐσσόμενα πρό τ’ἐόντα
Il,1,71,καὶ νήεσσ’ ἡγήσατ’ Ἀχαιῶν Ἴλιον εἴσω
Il,1,72,ἣν διὰ μαντοσύνην τήν οἱ πόρε Φοῖβος Ἀπόλλων
Il,1,73,ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν
Il,1,74,ὦ Ἀχιλεῦ κέλεαί με Διῒ φίλε μυθήσασθαι
Il,1,75,μῆνιν Ἀπόλλωνος ἑκατηβελέταο ἄνακτος
Il,1,76,τοὶ γὰρ ἐγὼν ἐρέω σὺ δὲ σύνθεο καί μοι ὄμοσσον
Il,1,77,ἦ μέν μοι πρόφρων ἔπεσιν καὶ χερσὶν ἀρήξειν
Il,1,78,ἦ γὰρ ὀΐομαι ἄνδρα χολωσέμεν ὃς μέγα πάντων
Il,1,79,Ἀργείων κρατέει καί οἱ πείθονται Ἀχαιοί
Il,1,80,κρείσσων γὰρ βασιλεὺς ὅτε χώσεται ἀνδρὶ χέρηϊ
Il,1,81,εἴ περ γάρ τε χόλον γε καὶ αὐτῆμαρ καταπέψῃ
Il,1,82,ἀλλά τε καὶ μετόπισθεν ἔχει κότον ὄφρα τελέσσῃ
Il,1,83,ἐν στήθεσσιν ἑοῖσι σὺ δὲ φράσαι εἴ με σαώσεις
Il,1,84,τὸν δ’ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς
Il,1,85,’θαρσήσας μάλα εἰπὲ θεοπρόπιον ὅ τι οἶσθα
Il,1,86,οὐ μὰ γὰρ Ἀπόλλωνα Διῒ φίλον ᾧ τε σὺ Κάλχαν
Il,1,87,εὐχόμενος Δαναοῖσι θεοπροπίας ἀναφαίνεις
Il,1,88,οὔ τις ἐμεῦ ζῶντος καὶ ἐπὶ χθονὶ δερκομένοιο
Il,1,89,σοὶ κοίλῃς παρὰ νηυσί βαρείας χεῖρας ἐποίσει
Il,1,90,συμπάντων Δαναῶν οὐδ’ ἢν Ἀγαμέμνονα εἴπῃς
Il,1,91,ὃς νῦν πολλὸν ἄριστος Ἀχαιῶν εὔχεται εἶναι
Il,1,92,καὶ τότε δὴ θάρσησε καὶ ηὔδα μάντις ἀμύμων
Il,1,93,οὔ τ’ἄρ ὅ γ’εὐχωλῆς ἐπιμέμφεται οὐδ’ ἑκατόμβης
Il,1,94,ἀλλ’ ἕνεκ’ ἀρητῆρος ὃν ἠτίμησ’ Ἀγαμέμνων
Il,1,95,οὐδ’ ἀπέλυσε θύγατρα καὶ οὐκ ἀπεδέξατ’ ἄποινα
Il,1,96,τοὔνεκ’ ἄρ’ ἄλγε’ ἔδωκεν ἑκηβόλος ἠδ’ ἔτι δώσει
Il,1,97,οὐδ’ ὅ γε πρὶν Δαναοῖσιν ἀεικέα λοιγὸν ἀπώσει
Il,1,98,πρίν γ’ἀπὸ πατρὶ φίλῳ δόμεναι ἑλικώπιδα κούρην
Il,1,99,ἀπριάτην ἀνάποινον ἄγειν θ’ἱερὴν ἑκατόμβην
Il,1,100,ἐς Χρύσην τότε κέν μιν ἱλασσάμενοι πεπίθοιμεν
Il,1,101,ἤτοι ὅ γ’ὣς εἰπὼν κατ’ ἄρ’ ἕζετο τοῖσι δ’ἀνέστη
Il,1,102,ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων
Il,1,103,ἀχνύμενος μένεος δὲ μέγα φρένες ἀμφιμέλαιναι
Il,1,104,πίμπλαντ’ ὄσσε δέ οἱ πυρὶ λαμπετόωντι ἐΐκτην
Il,1,105,Κάλχαντα πρώτιστα κάκ’ ὀσσόμενος προσέειπε
Il,1,106,μάντι κακῶν οὐ πώ ποτέ μοι τὸ κρήγυον εἶπας
Il,1,107,αἰεί τοι τὰ κάκ’ ἐστὶ φίλα φρεσὶ μαντεύεσθαι
Il,1,108,ἐσθλὸν δ’οὔτέ τί πω εἶπας ἔπος οὔτ’ ἐτέλεσσας
Il,1,109,καὶ νῦν ἐν Δαναοῖσι θεοπροπέων ἀγορεύεις
Il,1,110,ὡς δὴ τοῦδ’ ἕνεκά σφιν ἑκηβόλος ἄλγεα τεύχει
Il,1,111,οὕνεκ’ ἐγὼ κούρης Χρυσηΐδος ἀγλά’ ἄποινα
Il,1,112,οὐκ ἔθελον δέξασθαι ἐπεὶ πολὺ βούλομαι αὐτὴν
Il,1,113,οἴκοι ἔχειν καὶ γάρ ῥα Κλυταιμνήστρης προβέβουλα
Il,1,114,κουριδίης ἀλόχου ἐπεὶ οὔ ἑθέν ἐστι χερείων
Il,1,115,οὐ δέμας οὐδὲ φυήν οὔτ’ ἂρ φρένας οὔτέ τι ἔργα
Il,1,116,ἀλλὰ καὶ ὧς ἐθέλω δόμεναι πάλιν εἰ τό γ’ἄμεινον
Il,1,117,βούλομ’ ἐγὼ λαὸν σῶν ἔμμεναι ἢ ἀπολέσθαι
Il,1,118,αὐτὰρ ἐμοὶ γέρας αὐτίχ’ ἑτοιμάσατ’ ὄφρα μὴ οἶος
Il,1,119,Ἀργείων ἀγέραστος ἔω ἐπεὶ οὐδὲ ἔοικε
Il,1,120,λεύσσετε γὰρ τό γε πάντες ὅ μοι γέρας ἔρχεται ἄλλῃ
Il,1,121,τὸν δ’ἠμείβετ’ ἔπειτα ποδάρκης δῖος Ἀχιλλεύς
Il,1,122,Ἀτρεΐδη κύδιστε φιλοκτεανώτατε πάντων
Il,1,123,πῶς γάρ τοι δώσουσι γέρας μεγάθυμοι Ἀχαιοί;
Il,1,124,οὐδέ τί που ἴδμεν ξυνήϊα κείμενα πολλά
Il,1,125,ἀλλὰ τὰ μὲν πολίων ἐξεπράθομεν τὰ δέδασται
Il,1,126,λαοὺς δ’οὐκ ἐπέοικε παλίλλογα ταῦτ’ ἐπαγείρειν
Il,1,127,ἀλλὰ σὺ μὲν νῦν τήνδε θεῷ πρόες αὐτὰρ Ἀχαιοὶ
Il,1,128,τριπλῇ τετραπλῇ τ’ἀποτείσομεν αἴ κέ ποθι Ζεὺς
Il,1,129,δῷσι πόλιν Τροίην εὐτείχεον ἐξαλαπάξαι
Il,1,130,τὸν δ’ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων
Il,1,131,μὴ δ’οὕτως ἀγαθός περ ἐὼν θεοείκελ’ Ἀχιλλεῦ
Il,1,132,κλέπτε νόῳ ἐπεὶ οὐ παρελεύσεαι οὐδέ με πείσεις
Il,1,133,ἦ ἐθέλεις ὄφρ’ αὐτὸς ἔχῃς γέρας αὐτὰρ ἔμ’ αὔτως
Il,1,134,ἧσθαι δευόμενον κέλεαι δέ με τήνδ’ ἀποδοῦναι;
Il,1,135,ἀλλ’ εἰ μὲν δώσουσι γέρας μεγάθυμοι Ἀχαιοὶ
Il,1,136,ἄρσαντες κατὰ θυμὸν ὅπως ἀντάξιον ἔσται
Il,1,137,εἰ δέ κε μὴ δώωσιν ἐγὼ δέ κεν αὐτὸς ἕλωμαι
Il,1,138,ἢ τεὸν ἢ Αἴαντος ἰὼν γέρας ἢ Ὀδυσῆος
Il,1,139,ἄξω ἑλών ὃ δέ κεν κεχολώσεται ὅν κεν ἵκωμαι
Il,1,140,ἀλλ’ ἤτοι μὲν ταῦτα μεταφρασόμεσθα καὶ αὖτις
Il,1,141,νῦν δ’ἄγε νῆα μέλαιναν ἐρύσσομεν εἰς ἅλα δῖαν
Il,1,142,ἐν δ’ἐρέτας ἐπιτηδὲς ἀγείρομεν ἐς δ’ἑκατόμβην
Il,1,143,θείομεν ἂν δ’αὐτὴν Χρυσηΐδα καλλιπάρῃον
Il,1,144,βήσομεν εἷς δέ τις ἀρχὸς ἀνὴρ βουληφόρος ἔστω
Il,1,145,ἢ Αἴας ἢ Ἰδομενεὺς ἢ δῖος Ὀδυσσεὺς
Il,1,146,ἠὲ σὺ Πηλεΐδη πάντων ἐκπαγλότατ’ ἀνδρῶν
Il,1,147,ὄφρ’ ἥμιν ἑκάεργον ἱλάσσεαι ἱερὰ ῥέξας
Il,1,148,τὸν δ’ἄρ’ ὑπόδρα ἰδὼν προσέφη πόδας ὠκὺς Ἀχιλλεύς
Il,1,149,’ὤ μοι ἀναιδείην ἐπιειμένε κερδαλεόφρον
Il,1,150,πῶς τίς τοι πρόφρων ἔπεσιν πείθηται Ἀχαιῶν
Il,1,151,ἢ ὁδὸν ἐλθέμεναι ἢ ἀνδράσιν ἶφι μάχεσθαι;
Il,1,152,οὐ γὰρ ἐγὼ Τρώων ἕνεκ’ ἤλυθον αἰχμητάων
Il,1,153,δεῦρο μαχησόμενος ἐπεὶ οὔ τί μοι αἴτιοί εἰσιν
Il,1,154,οὐ γὰρ πώποτ’ ἐμὰς βοῦς ἤλασαν οὐδὲ μὲν ἵππους
Il,1,155,οὐδέ ποτ’ ἐν Φθίῃ ἐριβώλακι βωτιανείρῃ
Il,1,156,καρπὸν ἐδηλήσαντ’ ἐπεὶ ἦ μάλα πολλὰ μεταξὺ
Il,1,157,οὔρεά τε σκιόεντα θάλασσά τε ἠχήεσσα
Il,1,158,ἀλλὰ σοὶ ὦ μέγ’ ἀναιδὲς ἅμ’ ἑσπόμεθ’ ὄφρα σὺ χαίρῃς
Il,1,159,τιμὴν ἀρνύμενοι Μενελάῳ σοί τε κυνῶπα
Il,1,160,πρὸς Τρώων τῶν οὔ τι μετατρέπῃ οὐδ’ ἀλεγίζεις
Il,1,161,καὶ δή μοι γέρας αὐτὸς ἀφαιρήσεσθαι ἀπειλεῖς
Il,1,162,ᾧ ἔπι πολλὰ μόγησα δόσαν δέ μοι υἷες Ἀχαιῶν
Il,1,163,οὐ μὲν σοί ποτε ἶσον ἔχω γέρας ὁππότ’ Ἀχαιοὶ
Il,1,164,Τρώων ἐκπέρσωσ’ εὖ ναιόμενον πτολίεθρον
Il,1,165,ἀλλὰ τὸ μὲν πλεῖον πολυάϊκος πολέμοιο
Il,1,166,χεῖρες ἐμαὶ διέπουσ’ ἀτὰρ ἤν ποτε δασμὸς ἵκηται
Il,1,167,σοὶ τὸ γέρας πολὺ μεῖζον ἐγὼ δ’ὀλίγον τε φίλον τε
Il,1,168,ἔρχομ’ ἔχων ἐπὶ νῆας ἐπεί κε κάμω πολεμίζων
Il,1,169,νῦν δ’εἶμι Φθίην δ’ἐπεὶ ἦ πολὺ φέρτερόν ἐστιν
Il,1,170,οἴκαδ’ ἴμεν σὺν νηυσὶ κορωνίσιν οὐδέ σ’ὀΐω
Il,1,171,ἐνθάδ’ ἄτιμος ἐὼν ἄφενος καὶ πλοῦτον ἀφύξειν
Il,1,172,τὸν δ’ἠμείβετ’ ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων
Il,1,173,φεῦγε μάλ’ εἴ τοι θυμὸς ἐπέσσυται οὐδέ σ’ἔγωγε
Il,1,174,λίσσομαι εἵνεκ’ ἐμεῖο μένειν πάρ’ ἔμοιγε καὶ ἄλλοι
Il,1,175,οἵ κέ με τιμήσουσι μάλιστα δὲ μητίετα Ζεύς
Il,1,176,ἔχθιστος δέ μοί ἐσσι διοτρεφέων βασιλήων
Il,1,177,αἰεὶ γάρ τοι ἔρις τε φίλη πόλεμοί τε μάχαι τε
Il,1,178,εἰ μάλα καρτερός ἐσσι θεός που σοὶ τό γ’ἔδωκεν
Il,1,179,οἴκαδ’ ἰὼν σὺν νηυσί τε σῇς καὶ σοῖς ἑτάροισι
Il,1,180,Μυρμιδόνεσσιν ἄνασσε σέθεν δ’ἐγὼ οὐκ ἀλεγίζω
Il,1,181,οὐδ’ ὄθομαι κοτέοντος ἀπειλήσω δέ τοι ὧδε
Il,1,182,ὡς ἔμ’ ἀφαιρεῖται Χρυσηΐδα Φοῖβος Ἀπόλλων
Il,1,183,τὴν μὲν ἐγὼ σὺν νηΐ τ’ ἐμῇ καὶ ἐμοῖς ἑτάροισι
Il,1,184,πέμψω ἐγὼ δέ κ’ἄγω Βρισηΐδα καλλιπάρῃον
Il,1,185,αὐτὸς ἰὼν κλισίην δὲ τὸ σὸν γέρας ὄφρ’ ἐῢ εἰδῇς
Il,1,186,ὅσσον φέρτερός εἰμι σέθεν στυγέῃ δὲ καὶ ἄλλος
Il,1,187,ἶσον ἐμοὶ φάσθαι καὶ ὁμοιωθήμεναι ἄντην
Il,1,188,ὣς φάτο Πηλεΐωνι δ’ ἄχος γένετ’ ἐν δέ οἱ ἦτορ
Il,1,189,στήθεσσιν λασίοισι διάνδιχα μερμήριξεν
Il,1,190,ἢ ὅ γε φάσγανον ὀξὺ ἐρυσσάμενος παρὰ μηροῦ
Il,1,191,τοὺς μὲν ἀναστήσειεν ὃ δ’Ἀτρεΐδην ἐναρίζοι
Il,1,192,ἦε χόλον παύσειεν ἐρητύσειέ τε θυμόν
Il,1,193,ἧος ὃ ταῦθ’ ὥρμαινε κατὰ φρένα καὶ κατὰ θυμόν
Il,1,194,ἕλκετο δ’ἐκ κολεοῖο μέγα ξίφος ἦλθε δ’Ἀθήνη
Il,1,195,οὐρανόθεν πρὸ γὰρ ἧκε θεὰ λευκώλενος Ἥρη
Il,1,196,ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε
Il,1,197,στῆ δ’ὄπιθεν ξανθῆς δὲ κόμης ἕλε Πηλεΐωνα
Il,1,198,οἴῳ φαινομένη τῶν δ’ἄλλων οὔ τις ὁρᾶτο
Il,1,199,θάμβησεν δ’Ἀχιλεύς μετὰ δ’ἐτράπετ’ αὐτίκα δ’ἔγνω
Il,1,200,Παλλάδ’ Ἀθηναίην δεινὼ δέ οἱ ὄσσε φάανθεν
Il,1,201,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα
Il,1,202,τίπτ’ αὖτ’ αἰγιόχοιο Διὸς τέκος εἰλήλουθας;
Il,1,203,ἦ ἵνα ὕβριν ἴδῃ Ἀγαμέμνονος Ἀτρεΐδαο;
Il,1,204,ἀλλ’ ἔκ τοι ἐρέω τὸ δὲ καὶ τελέεσθαι ὀΐω
Il,1,205,ᾗς ὑπεροπλίῃσι τάχ’ ἄν ποτε θυμὸν ὀλέσσῃ
Il,1,206,τὸν δ’αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη
Il,1,207,ἦλθον ἐγὼ παύσουσα τὸ σὸν μένος αἴ κε πίθηαι
Il,1,208,οὐρανόθεν πρὸ δέ μ’ἧκε θεὰ λευκώλενος Ἥρη
Il,1,209,ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε
Il,1,210,ἀλλ’ ἄγε λῆγ’ ἔριδος μηδὲ ξίφος ἕλκεο χειρί
Il,1,211,ἀλλ’ ἤτοι ἔπεσιν μὲν ὀνείδισον ὡς ἔσεταί περ
Il,1,212,ὧδε γὰρ ἐξερέω τὸ δὲ καὶ τετελεσμένον ἔσται
Il,1,213,καί ποτέ τοι τρὶς τόσσα παρέσσεται ἀγλαὰ δῶρα
Il,1,214,ὕβριος εἵνεκα τῆσδε σὺ δ’ἴσχεο πείθεο δ’ἡμῖν
Il,1,215,τὴν δ’ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς
Il,1,216,’χρὴ μὲν σφωΐτερόν γε θεὰ ἔπος εἰρύσσασθαι
Il,1,217,καὶ μάλα περ θυμῷ κεχολωμένον ὧς γὰρ ἄμεινον
Il,1,218,ὅς κε θεοῖς ἐπιπείθηται μάλα τ’ἔκλυον αὐτοῦ
Il,1,219,ἦ καὶ ἐπ’ ἀργυρέῃ κώπῃ σχέθε χεῖρα βαρεῖαν
Il,1,220,ἂψ δ’ἐς κουλεὸν ὦσε μέγα ξίφος οὐδ’ ἀπίθησε
Il,1,221,μύθῳ Ἀθηναίης ἣ δ’Οὔλυμπον δὲ βεβήκει
Il,1,222,δώματ’ ἐς αἰγιόχοιο Διὸς μετὰ δαίμονας ἄλλους
Il,1,223,Πηλεΐδης δ’ἐξαῦτις ἀταρτηροῖς ἐπέεσσιν
Il,1,224,Ἀτρεΐδην προσέειπε καὶ οὔ πω λῆγε χόλοιο
Il,1,225,οἰνοβαρές κυνὸς ὄμματ’ ἔχων κραδίην δ’ἐλάφοιο
Il,1,226,οὔτέ ποτ’ ἐς πόλεμον ἅμα λαῷ θωρηχθῆναι
Il,1,227,οὔτε λόχον δ’ἰέναι σὺν ἀριστήεσσιν Ἀχαιῶν
Il,1,228,τέτληκας θυμῷ τὸ δέ τοι κὴρ εἴδεται εἶναι
Il,1,229,ἦ πολὺ λώϊόν ἐστι κατὰ στρατὸν εὐρὺν Ἀχαιῶν
Il,1,230,δῶρ’ ἀποαιρεῖσθαι ὅς τις σέθεν ἀντίον εἴπῃ
Il,1,231,δημοβόρος βασιλεὺς ἐπεὶ οὐτιδανοῖσιν ἀνάσσεις
Il,1,232,ἦ γὰρ ἂν Ἀτρεΐδη νῦν ὕστατα λωβήσαιο
Il,1,233,ἀλλ’ ἔκ τοι ἐρέω καὶ ἐπὶ μέγαν ὅρκον ὀμοῦμαι
Il,1,234,ναὶ μὰ τόδε σκῆπτρον τὸ μὲν οὔ ποτε φύλλα καὶ ὄζους
Il,1,235,φύσει ἐπεὶ δὴ πρῶτα τομὴν ἐν ὄρεσσι λέλοιπεν
Il,1,236,οὐδ’ ἀναθηλήσει περὶ γάρ ῥά ἑ χαλκὸς ἔλεψε
Il,1,237,φύλλά τε καὶ φλοιόν νῦν αὖτέ μιν υἷες Ἀχαιῶν
Il,1,238,ἐν παλάμῃς φορέουσι δικασπόλοι οἵ τε θέμιστας
Il,1,239,πρὸς Διὸς εἰρύαται ὃ δέ τοι μέγας ἔσσεται ὅρκος
Il,1,240,ἦ ποτ’ Ἀχιλλῆος ποθὴ ἵξεται υἷας Ἀχαιῶν
Il,1,241,σύμπαντας τότε δ’οὔ τι δυνήσεαι ἀχνύμενός περ
Il,1,242,χραισμεῖν εὖτ’ ἂν πολλοὶ ὑφ’ Ἕκτορος ἀνδροφόνοιο
Il,1,243,θνήσκοντες πίπτωσι σὺ δ’ἔνδοθι θυμὸν ἀμύξεις
Il,1,244,χωόμενος ὅ τ’ἄριστον Ἀχαιῶν οὐδὲν ἔτισας
Il,1,245,ὣς φάτο Πηλεΐδης ποτὶ δὲ σκῆπτρον βάλε γαίῃ
Il,1,246,χρυσείοις ἥλοισι πεπαρμένον ἕζετο δ’αὐτός
Il,1,247,Ἀτρεΐδης δ’ἑτέρωθεν ἐμήνιε τοῖσι δὲ Νέστωρ
Il,1,248,ἡδυεπὴς ἀνόρουσε λιγὺς Πυλίων ἀγορητής
Il,1,249,τοῦ καὶ ἀπὸ γλώσσης μέλιτος γλυκίων ῥέεν αὐδή
Il,1,250,τῷ δ’ἤδη δύο μὲν γενεαὶ μερόπων ἀνθρώπων
Il,1,251,ἐφθίαθ’ οἵ οἱ πρόσθεν ἅμα τράφεν ἠδ’ ἐγένοντο
Il,1,252,ἐν Πύλῳ ἠγαθέῃ μετὰ δὲ τριτάτοισιν ἄνασσεν
Il,1,253,ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν
Il,1,254,ὦ πόποι ἦ μέγα πένθος Ἀχαιΐδα γαῖαν ἱκάνει
Il,1,255,ἦ κεν γηθήσαι Πρίαμος Πριάμοιό τε παῖδες
Il,1,256,ἄλλοι τε Τρῶες μέγα κεν κεχαροίατο θυμῷ
Il,1,257,εἰ σφῶϊν τάδε πάντα πυθοίατο μαρναμένοιϊν
Il,1,258,οἳ περὶ μὲν βουλὴν Δαναῶν περὶ δ’ἐστὲ μάχεσθαι
Il,1,259,ἀλλὰ πίθεσθ’ ἄμφω δὲ νεωτέρω ἐστὸν ἐμεῖο
Il,1,260,ἤδη γάρ ποτ’ ἐγὼ καὶ ἀρείοσιν ἠέ περ ὑμῖν
Il,1,261,ἀνδράσιν ὡμίλησα καὶ οὔ ποτέ μ’οἵ γ’ἀθέριζον
Il,1,262,οὐ γάρ πω τοίους ἴδον ἀνέρας οὐδὲ ἴδωμαι
Il,1,263,οἷον Πειρίθοόν τε Δρύαντά τε ποιμένα λαῶν
Il,1,264,Καινέα τ’Ἐξάδιόν τε καὶ ἀντίθεον Πολύφημον
Il,1,265,Θησέα τ’Αἰγεΐδην ἐπιείκελον ἀθανάτοισιν
Il,1,266,κάρτιστοι δὴ κεῖνοι ἐπιχθονίων τράφεν ἀνδρῶν
Il,1,267,κάρτιστοι μὲν ἔσαν καὶ καρτίστοις ἐμάχοντο
Il,1,268,φηρσὶν ὀρεσκῴοισι καὶ ἐκπάγλως ἀπόλεσσαν
